43.0782  8.45723  5  
52.4751  5.03703  10  
45.6347  -13.7568  10  
36.2378  -10.3366  5  

43.0782  8.45723  5  
33.6813  11.8774  10  
26.8409  -6.91642  10  
36.2378  -10.3366  5  

43.0782  8.45723  5  
33.6813  11.8774  5  
26.8409  -6.91642  5  
36.2378  -10.3366  5  

43.0782  8.45723  5  
33.6813  11.8774  0  
26.8409  -6.91642  0  
36.2378  -10.3366  5  

43.0782  8.45723  5  
52.4751  5.03703  0  
45.6347  -13.7568  0  
36.2378  -10.3366  5  

43.0782  8.45723  5  
52.4751  5.03703  10  
45.6347  -13.7568  10  
36.2378  -10.3366  5  

